主類別,子類別,二級類別,同異類別,臺灣語詞,大陸語詞
日常生活,飲食,小吃＆點心,同實異名,口香糖,口香糖/口胶/香口胶
日常生活,飲食,小吃＆點心,同實異名,牛奶糖,牛奶糖/奶糖
日常生活,飲食,小吃＆點心,同實異名,奶酪/芝士/乳酪/起士/起司,奶酪/芝士/乳酪/起士/起司/吉士
日常生活,飲食,小吃＆點心,同實異名,米香/米香餅,米香/米香饼/米通
日常生活,飲食,小吃＆點心,同實異名,豆花/豆腐腦,豆花/豆腐脑/豆腐花
日常生活,飲食,小吃＆點心,同實異名,貝果,贝果/百吉饼
日常生活,飲食,小吃＆點心,同實異名,梳打餅/蘇打餅/蘇打餅乾,梳打饼/苏打饼/苏打饼干/克力架
日常生活,飲食,小吃＆點心,同實異名,茶葉蛋,茶叶蛋/茶鸡蛋
日常生活,飲食,小吃＆點心,同實異名,零食/零嘴/零嘴兒,零食/零嘴/零嘴儿/零吃
日常生活,飲食,小吃＆點心,同實異名,慕絲/慕斯,慕丝/摩丝
日常生活,飲食,小吃＆點心,同實異名,優格,酸奶酪
日常生活,飲食,小吃＆點心,同實異名,優酪乳,优酪乳/酸奶/酸牛奶/酸凝酪
日常生活,飲食,小吃＆點心,同實異名,薯片/洋芋片,薯片/土豆片
日常生活,飲食,小吃＆點心,同實異名,鬆餅,松饼/窝夫/华夫饼/格子饼/压花蛋饼
日常生活,飲食,小吃＆點心,同實異名,冰品,冰品/冷食
日常生活,飲食,小吃＆點心,同實異名,冰淇淋,冰淇淋/冰激凌
日常生活,飲食,小吃＆點心,臺灣特有,黑輪,
日常生活,飲食,小吃＆點心,臺灣特有,霜淇淋,
日常生活,飲食,小吃＆點心,大陸特有,,曲奇
日常生活,飲食,小吃＆點心,大陸特有,,麻团
日常生活,飲食,小吃＆點心,大陸特有,,糖食
日常生活,飲食,小吃＆點心,大陸特有,,饹馇
日常生活,飲食,佐料,同實異名,人造奶油,人造奶油/珠酯/人造黄油
日常生活,飲食,佐料,同實異名,低鈉鹽,低钠盐/代用盐
日常生活,飲食,佐料,同實異名,沙拉油,色拉油
日常生活,飲食,佐料,同實異名,咖哩,咖喱
日常生活,飲食,佐料,同實異名,雞粉/雞精粉,鸡粉/鸡精粉/鸡精
日常生活,飲食,佐料,臺灣特有,太白粉,
日常生活,飲食,佐料,大陸特有,,水生粉/水淀粉
日常生活,飲食,佐料,大陸特有,,生粉
日常生活,飲食,佐料,大陸特有,,糖稀
日常生活,飲食,佐料,大陸特有,,辅料
日常生活,飲食,食材,同實異名,土雞蛋,土鸡蛋/笨鸡蛋
日常生活,飲食,食材,同實異名,五花肉/三層肉,五花肉
日常生活,飲食,食材,同實異名,可可,可可/蔻蔻
日常生活,飲食,食材,同實異名,甘薯/白薯/地瓜/紅薯/番薯/蕃薯,甘薯/白薯/地瓜/红薯/番薯/蕃薯/红苕
日常生活,飲食,食材,同實異名,甘藍/甘藍菜/包心菜/捲心菜/洋白菜/結球甘藍/高麗菜,甘蓝/甘蓝菜/包心菜/卷心菜/洋白菜/结球甘蓝/圆白菜/莲花白
日常生活,飲食,食材,同實異名,米粉,米粉/米面
日常生活,飲食,食材,同實異名,肉禽,肉禽/菜禽
日常生活,飲食,食材,同實異名,冷凍蔬菜,冷冻蔬菜/速冻蔬菜
日常生活,飲食,食材,同實異名,芒果/檬果,芒果/檬果/杧果
日常生活,飲食,食材,同實異名,花生/落花生/長生果/土豆,花生/落花生/长生果
日常生活,飲食,食材,同實異名,花豆/大紅豆,花豆/红腰豆
日常生活,飲食,食材,同實異名,虱目魚/麻虱目,虱目鱼/遮目鱼/白鳞鲻
日常生活,飲食,食材,同實異名,青花菜/綠菜花/綠花菜/綠花椰菜,青花菜/绿菜花/西兰花
日常生活,飲食,食材,同實異名,非鯽/非洲鯽魚/吳郭魚,非鲫/非洲鲫鱼/罗非鱼
日常生活,飲食,食材,同實異名,洋芋/山藥蛋/馬鈴薯,洋芋/山药蛋/马铃薯/土豆
日常生活,飲食,食材,同實異名,苡仁/薏仁/薏米/薏仁米/薏苡仁,苡仁/薏仁/薏米/薏仁米/薏苡仁/药玉米
日常生活,飲食,食材,同實異名,虹鱒/虹鱒魚/麥奇鉤吻鱒,虹鳟/虹鳟鱼/麦奇大麻哈鱼
日常生活,飲食,食材,同實異名,馬駮/馬鮫魚/土托魚/土魠魚/塗托魚,马鲛/马鲛鱼
日常生活,飲食,食材,同實異名,甜橙,甜橙/广柑
日常生活,飲食,食材,同實異名,魚翅,鱼翅/翅子
日常生活,飲食,食材,同實異名,番石榴/芭樂,番石榴/鸡矢果
日常生活,飲食,食材,同實異名,番茄/蕃茄,番茄/蕃茄/西红柿
日常生活,飲食,食材,同實異名,童子雞,童子鸡/笋鸡
日常生活,飲食,食材,同實異名,菜豆/四季豆,菜豆/四季豆/芸豆
日常生活,飲食,食材,同實異名,聖女番茄,圣女果
日常生活,飲食,食材,同實異名,葡萄柚,葡萄柚/西柚
日常生活,飲食,食材,同實異名,裡脊/裡脊肉/里肌/里肌肉,里脊/里脊肉
日常生活,飲食,食材,同實異名,酪梨,鳄梨
日常生活,飲食,食材,同實異名,蒟蒻,蒟蒻/魔芋
日常生活,飲食,食材,同實異名,蓮霧,莲雾/洋蒲桃
日常生活,飲食,食材,同實異名,醃肉/鹹肉,腌肉/咸肉/盐肉/渍肉
日常生活,飲食,食材,同實異名,鮪魚/金槍魚,鲔鱼/金枪鱼/吞拿鱼
日常生活,飲食,食材,同實異名,鮭魚,鲑鱼/三文鱼/大马哈鱼/大麻哈鱼
日常生活,飲食,食材,同實異名,雞子/雞蛋/雞卵,鸡子/鸡蛋/鸡卵/鸡子儿/白果儿
日常生活,飲食,食材,同實異名,鯧/鯧魚,鲳/鲳鱼/平鱼
日常生活,飲食,食材,同實異名,鯷/苦蚵仔,鳀/日本鳀
日常生活,飲食,食材,同實異名,蘿蔔/萊菔/蘆菔/菜頭,萝卜/莱菔/芦菔
日常生活,飲食,食材,同名異實,土豆,土豆
日常生活,飲食,食材,臺灣特有,大陸妹,
日常生活,飲食,食材,臺灣特有,放山雞,
日常生活,飲食,食材,臺灣特有,棒棒腿,
日常生活,飲食,食材,大陸特有,,粗菜/大路菜
日常生活,飲食,食材,大陸特有,,无公害蔬菜
日常生活,飲食,食材,大陸特有,,老玉米
日常生活,飲食,食材,大陸特有,,豆面
日常生活,飲食,食材,大陸特有,,返销粮
日常生活,飲食,食材,大陸特有,,青红丝
日常生活,飲食,食材,大陸特有,,俏头
日常生活,飲食,食材,大陸特有,,原粮
日常生活,飲食,食材,大陸特有,,特菜
日常生活,飲食,食材,大陸特有,,商品粮
日常生活,飲食,食材,大陸特有,,排酸肉/冷却排酸肉
日常生活,飲食,食材,大陸特有,,棒渣/棒渣子
日常生活,飲食,食材,大陸特有,,净菜/新鲜消毒蔬菜
日常生活,飲食,食材,大陸特有,,囊膪/囊揣
日常生活,飲食,食材,大陸特有,,红果
日常生活,飲食,食材,大陸特有,,细菜
日常生活,飲食,食材,大陸特有,,放心肉
日常生活,飲食,飲料,同實異名,三合一咖啡,一加二咖啡
日常生活,飲食,飲料,同實異名,奶精,奶精/咖啡伴侣
日常生活,飲食,飲料,同實異名,生啤/鮮啤/生啤酒/鮮啤酒,生啤/鲜啤/生啤酒/鲜啤酒/扎啤
日常生活,飲食,飲料,同實異名,利樂包/鋁箔包,利乐包/软包装
日常生活,飲食,飲料,同實異名,汽泡酒,汽酒
日常生活,飲食,飲料,同實異名,烏龍茶,乌龙茶/青茶
日常生活,飲食,飲料,同實異名,純水,纯净水
日常生活,飲食,飲料,同實異名,茶包/袋茶,茶包/袋泡茶
日常生活,飲食,飲料,同實異名,涼開水,凉开水/凉白开
日常生活,飲食,飲料,同實異名,橙汁/柳橙汁,橙汁/柳橙汁/橙子汁
日常生活,飲食,飲料,同實異名,還原乳,还原乳/还原奶/复原乳
日常生活,飲食,飲料,同實異名,罐裝啤酒,罐装啤酒/听啤/听装啤酒
日常生活,飲食,飲料,臺灣特有,奶球/奶油球,
日常生活,飲食,飲料,臺灣特有,米酒頭,
日常生活,飲食,飲料,臺灣特有,柳丁汁,
日常生活,飲食,飲料,臺灣特有,隨身包,
日常生活,飲食,飲料,大陸特有,,干白
日常生活,飲食,飲料,大陸特有,,干啤
日常生活,飲食,飲料,大陸特有,,达标水
日常生活,飲食,飲料,大陸特有,,麦乳精
日常生活,飲食,飲料,大陸特有,,固体饮料
日常生活,飲食,飲料,大陸特有,,果茶
日常生活,飲食,飲料,大陸特有,,直饮水
日常生活,飲食,飲料,大陸特有,,补液
日常生活,飲食,飲料,大陸特有,,液态奶
日常生活,飲食,飲料,大陸特有,,袋装水
日常生活,飲食,餐飲店,同實異名,速食店,快餐店
日常生活,飲食,餐飲店,同實異名,燒烤店,烧烤店/串吧/烧烤吧
日常生活,飲食,餐飲店,臺灣特有,冰店,
日常生活,飲食,餐飲店,臺灣特有,居酒屋,
日常生活,飲食,餐飲店,大陸特有,,茶吧
日常生活,飲食,餐飲店,大陸特有,,饭庄
日常生活,飲食,餐點＆菜餚,同實異名,比薩/披薩,比萨/比萨饼
日常生活,飲食,餐點＆菜餚,同實異名,沙拉,沙拉/色拉/沙律
日常生活,飲食,餐點＆菜餚,同實異名,法國麵包/法式長棍麵包,法国面包/法式长棍面包/长法棍
日常生活,飲食,餐點＆菜餚,同實異名,泡麵/速食麵,泡面/方便面/即食面/快速面/快熟面/快餐面
日常生活,飲食,餐點＆菜餚,同實異名,料理包/調理包/食物調理包,料理包/调理包
日常生活,飲食,餐點＆菜餚,同實異名,盒飯/便當/飯盒,盒饭
日常生活,飲食,餐點＆菜餚,同實異名,速食,快餐
日常生活,飲食,餐點＆菜餚,同實異名,漢堡,汉堡/汉堡包
日常生活,飲食,餐點＆菜餚,同實異名,蓋飯,盖饭/盖浇饭
日常生活,飲食,餐點＆菜餚,同實異名,德國豬腳,德国猪脚/德国咸猪手
日常生活,飲食,餐點＆菜餚,同名異實,燴飯,烩饭
日常生活,飲食,餐點＆菜餚,臺灣特有,大麥克,
日常生活,飲食,餐點＆菜餚,臺灣特有,合菜,
日常生活,飲食,餐點＆菜餚,臺灣特有,肉燥,
日常生活,飲食,餐點＆菜餚,臺灣特有,商業午餐,
日常生活,飲食,餐點＆菜餚,臺灣特有,鹹蛋苦瓜,
日常生活,飲食,餐點＆菜餚,大陸特有,,工作餐
日常生活,飲食,餐點＆菜餚,大陸特有,,全家福
日常生活,飲食,餐點＆菜餚,大陸特有,,特菜
日常生活,飲食,餐點＆菜餚,大陸特有,,蛋羹/鸡蛋羹
日常生活,飲食,餐點＆菜餚,大陸特有,,菜点
日常生活,飲食,餐點＆菜餚,大陸特有,,菜码/面码
日常生活,飲食,餐點＆菜餚,大陸特有,,饸饹
日常生活,飲食,餐點＆菜餚,大陸特有,,冷盆
日常生活,飲食,餐點＆菜餚,大陸特有,,麻豆
日常生活,飲食,其他,同實異名,冷凍食品,冷冻食品/速冻食品
日常生活,飲食,其他,同實異名,食品添加物,食品添加剂
日常生活,飲食,其他,同實異名,食譜,食谱/菜谱
日常生活,飲食,其他,同實異名,酒會,酒会/冷餐会
日常生活,飲食,其他,同實異名,基因改造食品,基因改造食品/转基因食品
日常生活,飲食,其他,同實異名,菜單,菜单/菜谱
日常生活,飲食,其他,同實異名,糯米紙,糯米纸/江米纸
日常生活,飲食,其他,同實異名,罐裝,罐装/听装
日常生活,飲食,其他,同名異實,西餐秀,西餐秀
日常生活,飲食,其他,同名異實,雙拼,双拼
日常生活,飲食,其他,同名異實,雞精,鸡精
日常生活,飲食,其他,臺灣特有,內用,
日常生活,飲食,其他,臺灣特有,好料,
日常生活,飲食,其他,臺灣特有,副食品,
日常生活,飲食,其他,臺灣特有,梅花餐,
日常生活,飲食,其他,臺灣特有,黑白切,
日常生活,飲食,其他,臺灣特有,彈牙,
日常生活,飲食,其他,大陸特有,,包席/包桌
日常生活,飲食,其他,大陸特有,,有机食品
日常生活,飲食,其他,大陸特有,,入伙
日常生活,飲食,其他,大陸特有,,三绿工程
日常生活,飲食,其他,大陸特有,,大油
日常生活,飲食,其他,大陸特有,,小饭桌
日常生活,飲食,其他,大陸特有,,开小灶
日常生活,飲食,其他,大陸特有,,无公害食品
日常生活,飲食,其他,大陸特有,,欠火
日常生活,飲食,其他,大陸特有,,代宰制
日常生活,飲食,其他,大陸特有,,布菜
日常生活,飲食,其他,大陸特有,,生物食品
日常生活,飲食,其他,大陸特有,,白案/面案
日常生活,飲食,其他,大陸特有,,吃大灶
日常生活,飲食,其他,大陸特有,,吃小灶/吃偏饭
日常生活,飲食,其他,大陸特有,,吃派饭
日常生活,飲食,其他,大陸特有,,团粉
日常生活,飲食,其他,大陸特有,,串味/串味儿
日常生活,飲食,其他,大陸特有,,派饭
日常生活,飲食,其他,大陸特有,,就餐
日常生活,飲食,其他,大陸特有,,菜金
日常生活,飲食,其他,大陸特有,,菜窖
日常生活,飲食,其他,大陸特有,,酵子
日常生活,飲食,其他,大陸特有,,餐位
日常生活,飲食,其他,大陸特有,,剂子
日常生活,飲食,其他,大陸特有,,红案/菜案
日常生活,飲食,其他,大陸特有,,强化食品/营养强化食品
日常生活,飲食,其他,大陸特有,,绿色食品
日常生活,飲食,其他,大陸特有,,生态食品
日常生活,飲食,其他,大陸特有,,起伙
日常生活,交通運輸,交通管理,同實異名,平交道,道口
日常生活,交通運輸,交通管理,同實異名,交通法規,交通法规/交规
日常生活,交通運輸,交通管理,同實異名,交警/交通警察,交警/交通警察/交通警
日常生活,交通運輸,交通管理,同實異名,尖峰時間,交通高峰/高峰时间
日常生活,交通運輸,交通管理,同實異名,行照/行車執照,行驶证
日常生活,交通運輸,交通管理,同實異名,快車道,快车道/快行线
日常生活,交通運輸,交通管理,同實異名,紐澤西護欄,新泽西护栏/新泽西式护栏
日常生活,交通運輸,交通管理,同實異名,高乘載車道/高乘載專用道,多成员车辆专用道/多成员车辆专用车道
日常生活,交通運輸,交通管理,同實異名,高峰時間/尖峰時間,高峰时间
日常生活,交通運輸,交通管理,同實異名,高峰期/尖峰期,高峰期
日常生活,交通運輸,交通管理,同實異名,假牌,假牌/套牌
日常生活,交通運輸,交通管理,同實異名,通關機/驗票閘門,闸机
日常生活,交通運輸,交通管理,同實異名,斑馬線,斑马线/人行横道
日常生活,交通運輸,交通管理,同實異名,慢車道,慢车道/慢行道
日常生活,交通運輸,交通管理,同實異名,駕訓班/汽車駕駛訓練班,驾校
日常生活,交通運輸,交通管理,同實異名,雙黃線,双黄线/中心双实线
日常生活,交通運輸,交通管理,臺灣特有,交通義警,
日常生活,交通運輸,交通管理,臺灣特有,回堵,
日常生活,交通運輸,交通管理,臺灣特有,紅單,
日常生活,交通運輸,交通管理,臺灣特有,飛安,
日常生活,交通運輸,交通管理,臺灣特有,義交/交通義警/義勇交通警察,
日常生活,交通運輸,交通管理,臺灣特有,劃座位,
日常生活,交通運輸,交通管理,臺灣特有,機車停等區,
日常生活,交通運輸,交通管理,臺灣特有,離峰期,
日常生活,交通運輸,交通管理,大陸特有,,一地两检
日常生活,交通運輸,交通管理,大陸特有,,劝睡区
日常生活,交通運輸,交通管理,大陸特有,,车本
日常生活,交通運輸,交通管理,大陸特有,,车管所/车辆管理所
日常生活,交通運輸,交通管理,大陸特有,,电子警察
日常生活,交通運輸,交通管理,大陸特有,,交通协管员
日常生活,交通運輸,交通管理,大陸特有,,里手
日常生活,交通運輸,交通管理,大陸特有,,咪表
日常生活,交通運輸,交通管理,大陸特有,,赶点
日常生活,交通運輸,交通管理,大陸特有,,排堵保畅
日常生活,交通運輸,交通管理,大陸特有,,添堵
日常生活,交通運輸,交通管理,大陸特有,,提速圈
日常生活,交通運輸,交通管理,大陸特有,,联检
日常生活,交通運輸,交通管理,大陸特有,,集疏运
日常生活,交通運輸,交通管理,大陸特有,,路卡
日常生活,交通運輸,交通管理,大陸特有,,路条
日常生活,交通運輸,交通管理,大陸特有,,路规
日常生活,交通運輸,交通管理,大陸特有,,隔离墩
日常生活,交通運輸,交通管理,大陸特有,,绿色通道
日常生活,交通運輸,交通管理,大陸特有,,轨道站/空轨站/轻轨站
日常生活,交通運輸,交通管理,大陸特有,,违规记分
日常生活,交通運輸,水運,同實異名,氣墊船,气垫船/腾空船
日常生活,交通運輸,水運,大陸特有,,公路港
日常生活,交通運輸,水運,大陸特有,,客滚船
日常生活,交通運輸,水運,大陸特有,,断航期
日常生活,交通運輸,水運,大陸特有,,舾装
日常生活,交通運輸,空運,同實異名,空巴/空中巴士,空巴/空中巴士/空客/空中客车
日常生活,交通運輸,空運,同實異名,空橋/登機橋,空桥/登机桥/廊桥/登机廊桥
日常生活,交通運輸,空運,同實異名,候機室/登機室,候机室
日常生活,交通運輸,空運,同實異名,航廈/,航站楼/候机楼
日常生活,交通運輸,空運,同實異名,報到櫃檯,值机岛
日常生活,交通運輸,空運,同實異名,登機門,登机口
日常生活,交通運輸,空運,同實異名,登機證,登机证/登机牌/登机卡
日常生活,交通運輸,空運,同實異名,黑盒子,黑匣子
日常生活,交通運輸,空運,同實異名,儀降,盲降
日常生活,交通運輸,空運,同實異名,噴射機,喷气式飞机
日常生活,交通運輸,空運,大陸特有,,对空台
日常生活,交通運輸,空運,大陸特有,,空乘
日常生活,交通運輸,空運,大陸特有,,商飞
日常生活,交通運輸,空運,大陸特有,,银燕
日常生活,交通運輸,陸運,同實異名,油電車/油電混合車,油电车/油电混合动力车
日常生活,交通運輸,陸運,同實異名,入檔/打檔,挂挡
日常生活,交通運輸,陸運,同實異名,小貨車,小货车/微型车
日常生活,交通運輸,陸運,同實異名,小綿羊/輕型機車,轻便摩托车
日常生活,交通運輸,陸運,同實異名,小轎車,小轿车/小卧车
日常生活,交通運輸,陸運,同實異名,內胎,内胎/内带/里带
日常生活,交通運輸,陸運,同實異名,公共交通/大眾運輸,公共交通/公交
日常生活,交通運輸,陸運,同實異名,公共汽車/公車,公共汽车/公交/公汽/公交车
日常生活,交通運輸,陸運,同實異名,公車站,公交站
日常生活,交通運輸,陸運,同實異名,公車站牌,公交車站牌
日常生活,交通運輸,陸運,同實異名,公車專用道,公交车道/公交车专用道
日常生活,交通運輸,陸運,同實異名,升擋/升檔,升挡
日常生活,交通運輸,陸運,同實異名,手排/手排擋/手排檔,手排/手排挡/手动挡
日常生活,交通運輸,陸運,同實異名,月臺門,屏蔽门
日常生活,交通運輸,陸運,同實異名,加班車,加班车/加车
日常生活,交通運輸,陸運,同實異名,外胎,外胎/外带
日常生活,交通運輸,陸運,同實異名,打空檔,挂空挡
日常生活,交通運輸,陸運,同實異名,末班車,末班车/末车
日常生活,交通運輸,陸運,同實異名,瓦斯車,天然气汽车
日常生活,交通運輸,陸運,同實異名,交流道,匝道
日常生活,交通運輸,陸運,同實異名,交通車,交通车/班车
日常生活,交通運輸,陸運,同實異名,共乘,拼车
日常生活,交通運輸,陸運,同實異名,自排/自動擋/自動檔,自排/自动挡
日常生活,交通運輸,陸運,同實異名,助力車,助力车/电动车
日常生活,交通運輸,陸運,同實異名,快速道/快速道路,快速路
日常生活,交通運輸,陸運,同實異名,車斗,车斗/跨斗
日常生活,交通運輸,陸運,同實異名,車胎/輪胎,车胎/轮胎/车带/轮带
日常生活,交通運輸,陸運,同實異名,拖斗,拖斗/挂斗
日常生活,交通運輸,陸運,同實異名,拖車,拖车/挂车
日常生活,交通運輸,陸運,同實異名,朋馳/賓士,大奔/奔驰
日常生活,交通運輸,陸運,同實異名,空擋/空檔,空挡
日常生活,交通運輸,陸運,同實異名,便道,便道/辅道
日常生活,交通運輸,陸運,同實異名,後車廂,后车厢/后备厢
日常生活,交通運輸,陸運,同實異名,後視鏡/後照鏡,后视镜
日常生活,交通運輸,陸運,同實異名,砂石車,砂石车/泥头车/渣土车
日常生活,交通運輸,陸運,同實異名,計程車/出租車/出租汽車/小黃,计程车/出租车/出租汽车/的士
日常生活,交通運輸,陸運,同實異名,計費表,计价器
日常生活,交通運輸,陸運,同實異名,起點站,始发站
日常生活,交通運輸,陸運,同實異名,追撞,追尾
日常生活,交通運輸,陸運,同實異名,排擋/排檔,排挡
日常生活,交通運輸,陸運,同實異名,速可達/速克達,速可达/速克达/踏板摩托车
日常生活,交通運輸,陸運,同實異名,博愛座,老弱病残孕专座
日常生活,交通運輸,陸運,同實異名,單車/自行車/腳踏車/鐵馬,单车/自行车/脚踏车
日常生活,交通運輸,陸運,同實異名,換擋/換檔,换挡
日常生活,交通運輸,陸運,同實異名,登山車,登山车/山地车
日常生活,交通運輸,陸運,同實異名,搭計程車,搭计程车/搭出租车/打车/打的
日常生活,交通運輸,陸運,同實異名,路肩,路肩/应急车道
日常生活,交通運輸,陸運,同實異名,磁浮列車,磁浮列车/磁悬浮列车
日常生活,交通運輸,陸運,同實異名,輕軌/輕軌鐵路,轻轨/轻轨铁路/城铁/城市铁路
日常生活,交通運輸,陸運,同實異名,摩托車/機車,摩托车/摩托
日常生活,交通運輸,陸運,同實異名,調撥車道,可变车道/潮汐车道
日常生活,交通運輸,陸運,同實異名,髮夾彎,发夹弯/发卡弯/掉头弯
日常生活,交通運輸,陸運,同實異名,環道,环路
日常生活,交通運輸,陸運,同實異名,聯結車,拖挂车
日常生活,交通運輸,陸運,同實異名,轉運站,转运站/换乘站
日常生活,交通運輸,陸運,同實異名,雙層公車,双层公交车
日常生活,交通運輸,陸運,同實異名,獸力車,兽力车/畜力车
日常生活,交通運輸,陸運,同實異名,轎車/房車,轿车
日常生活,交通運輸,陸運,同實異名,避車道/避車彎,避车道
日常生活,交通運輸,陸運,同名異實,上行,上行
日常生活,交通運輸,陸運,同名異實,下行,下行
日常生活,交通運輸,陸運,同名異實,公車,公车
日常生活,交通運輸,陸運,同名異實,自駕車,自驾车
日常生活,交通運輸,陸運,同名異實,房車,房车
日常生活,交通運輸,陸運,同名異實,重車,重车
日常生活,交通運輸,陸運,同名異實,普快車,普快车
日常生活,交通運輸,陸運,同名異實,黑頭車,黑头车
日常生活,交通運輸,陸運,同名異實,壓車,压车
日常生活,交通運輸,陸運,同名異實,座車,座车
日常生活,交通運輸,陸運,臺灣特有,尬車,
日常生活,交通運輸,陸運,臺灣特有,軋車,
日常生活,交通運輸,陸運,臺灣特有,重車/重機,
日常生活,交通運輸,陸運,臺灣特有,三貼,
日常生活,交通運輸,陸運,臺灣特有,三鐵共構,
日常生活,交通運輸,陸運,臺灣特有,小發財/發財車,
日常生活,交通運輸,陸運,臺灣特有,中古車,
日常生活,交通運輸,陸運,臺灣特有,平快車,
日常生活,交通運輸,陸運,臺灣特有,白牌車,
日常生活,交通運輸,陸運,臺灣特有,休息站,
日常生活,交通運輸,陸運,臺灣特有,托拉庫/拖拉庫,
日常生活,交通運輸,陸運,臺灣特有,自小客車,
日常生活,交通運輸,陸運,臺灣特有,自用車,
日常生活,交通運輸,陸運,臺灣特有,泡水車,
日常生活,交通運輸,陸運,臺灣特有,胖卡,
日常生活,交通運輸,陸運,臺灣特有,重機車,
日常生活,交通運輸,陸運,臺灣特有,捷運/大眾捷運系統,
日常生活,交通運輸,陸運,臺灣特有,捷運工程,
日常生活,交通運輸,陸運,臺灣特有,貨卡,
日常生活,交通運輸,陸運,臺灣特有,電聯車,
日常生活,交通運輸,陸運,臺灣特有,鐵牛車,
日常生活,交通運輸,陸運,大陸特有,,七人车
日常生活,交通運輸,陸運,大陸特有,,大篷车
日常生活,交通運輸,陸運,大陸特有,,公交卡/公交一卡通
日常生活,交通運輸,陸運,大陸特有,,气车
日常生活,交通運輸,陸運,大陸特有,,车皮/火车皮
日常生活,交通運輸,陸運,大陸特有,,车帮
日常生活,交通運輸,陸運,大陸特有,,加快
日常生活,交通運輸,陸運,大陸特有,,包乘制
日常生活,交通運輸,陸運,大陸特有,,半挂车
日常生活,交通運輸,陸運,大陸特有,,平板车/平板三轮车
日常生活,交通運輸,陸運,大陸特有,,打表
日常生活,交通運輸,陸運,大陸特有,,甩站
日常生活,交通運輸,陸運,大陸特有,,立交桥
日常生活,交通運輸,陸運,大陸特有,,车份儿/份儿钱
日常生活,交通運輸,陸運,大陸特有,,动车
日常生活,交通運輸,陸運,大陸特有,,动车组
日常生活,交通運輸,陸運,大陸特有,,低挡
日常生活,交通運輸,陸運,大陸特有,,快客
日常生活,交通運輸,陸運,大陸特有,,汽配
日常生活,交通運輸,陸運,大陸特有,,汽摩
日常生活,交通運輸,陸運,大陸特有,,和谐号
日常生活,交通運輸,陸運,大陸特有,,油路
日常生活,交通運輸,陸運,大陸特有,,直流车
日常生活,交通運輸,陸運,大陸特有,,城市轨道交通
日常生活,交通運輸,陸運,大陸特有,,城际铁路
日常生活,交通運輸,陸運,大陸特有,,重型汽车
日常生活,交通運輸,陸運,大陸特有,,面的
日常生活,交通運輸,陸運,大陸特有,,家庭车
日常生活,交通運輸,陸運,大陸特有,,特快/特别快车
日常生活,交通運輸,陸運,大陸特有,,高挡
日常生活,交通運輸,陸運,大陸特有,,停车区
日常生活,交通運輸,陸運,大陸特有,,通联卡
日常生活,交通運輸,陸運,大陸特有,,硬卧
日常生活,交通運輸,陸運,大陸特有,,硬席
日常生活,交通運輸,陸運,大陸特有,,硬座
日常生活,交通運輸,陸運,大陸特有,,黑车
日常生活,交通運輸,陸運,大陸特有,,摆渡车
日常生活,交通運輸,陸運,大陸特有,,路肩
日常生活,交通運輸,陸運,大陸特有,,道牙/马路牙子
日常生活,交通運輸,陸運,大陸特有,,摩的
日常生活,交通運輸,陸運,大陸特有,,整装车
日常生活,交通運輸,陸運,大陸特有,,蹭车
日常生活,交通運輸,陸運,大陸特有,,专列
日常生活,交通運輸,陸運,大陸特有,,临客
日常生活,交通運輸,陸運,大陸特有,,蓝牌
日常生活,交通運輸,陸運,大陸特有,,软卧
日常生活,交通運輸,陸運,大陸特有,,软席
日常生活,交通運輸,陸運,大陸特有,,软座
日常生活,交通運輸,陸運,大陸特有,,载重汽车
日常生活,交通運輸,陸運,大陸特有,,辅路/辅道
日常生活,交通運輸,陸運,大陸特有,,闷子车/闷罐车
日常生活,交通運輸,陸運,大陸特有,,驼峰
日常生活,交通運輸,陸運,大陸特有,,微型车
日常生活,交通運輸,陸運,大陸特有,,加车
日常生活,交通運輸,陸運,大陸特有,,助力车
日常生活,交通運輸,陸運,大陸特有,,应急停车带/紧急停车道
日常生活,交通運輸,陸運,大陸特有,,八纵八横
日常生活,交通運輸,陸運,大陸特有,,电单车
日常生活,交通運輸,陸運,大陸特有,,轻骑
日常生活,交通運輸,陸運,大陸特有,,车改
日常生活,交通運輸,陸運,大陸特有,,车补
日常生活,交通運輸,陸運,大陸特有,,铁老大
日常生活,交通運輸,陸運,大陸特有,,车居
日常生活,交通運輸,陸運,大陸特有,,车容
日常生活,交通運輸,陸運,大陸特有,,管段
日常生活,交通運輸,其他,同實異名,天橋/陸橋,天桥/过街桥/过街天桥
日常生活,交通運輸,其他,同實異名,月臺票,月台票/站台票
日常生活,交通運輸,其他,同實異名,快遞,快递/特快专递
日常生活,交通運輸,其他,同實異名,來回票/去回票,来回票/往返票
日常生活,交通運輸,其他,同實異名,飛行汽車/飛行車,飞行汽车
日常生活,交通運輸,其他,同實異名,徒步區/行人徒步區,步行街
日常生活,交通運輸,其他,同實異名,貨櫃,货柜/集装箱
日常生活,交通運輸,其他,同實異名,運能,运能/运力
日常生活,交通運輸,其他,同實異名,複合運輸,复合运输/多式联运
日常生活,交通運輸,其他,同實異名,導盲道,导盲道/盲道
日常生活,交通運輸,其他,同實異名,導盲磚,盲道砖
日常生活,交通運輸,其他,同實異名,排檔/排擋,排挡
日常生活,交通運輸,其他,同名異實,延長線,延长线
日常生活,交通運輸,其他,同名異實,脫線,脱线
日常生活,交通運輸,其他,同名異實,監理所,监理所
