主類別,子類別,二級類別,同異類別,臺灣語詞,大陸語詞
日常生活,醫療保健,,同實異名,小便/小解/小遺/上一號/上小號,小便/小解/小遗/解小手
日常生活,醫療保健,,同實異名,公醫,公费医疗
日常生活,醫療保健,,同實異名,心口,心口/心口窝
日常生活,醫療保健,,同實異名,心肌梗塞,心肌梗塞/心梗/心肌梗死
日常生活,醫療保健,,同實異名,心律不整,心律不整/心律不齐/心律失常
日常生活,醫療保健,,同實異名,心率/心速/心跳率/心跳速率,心率
日常生活,醫療保健,,同實異名,心理諮商,心理咨询
日常生活,醫療保健,,同實異名,日本腦炎,日本脑炎/乙脑/流行性乙型脑炎
日常生活,醫療保健,,同實異名,日光浴,日光浴/太阳浴
日常生活,醫療保健,,同實異名,代理孕母,代母/代孕母亲
日常生活,醫療保健,,同實異名,加護病房,监护病房/特护病房/重症监护室/加强治疗病房/重症监护病房
日常生活,醫療保健,,同實異名,打胎/墮胎/人工流產,打胎/堕胎/人工流产/人流
日常生活,醫療保健,,同實異名,打點滴/吊點滴,打点滴/挂水/输液/打吊针/吊盐水
日常生活,醫療保健,,同實異名,生理食鹽水,生理盐水
日常生活,醫療保健,,同實異名,白化症/白化病/白子,白化症/白化病/羊白头
日常生活,醫療保健,,同實異名,白袍,白大褂
日常生活,醫療保健,,同實異名,皮膚炎,皮炎
日常生活,醫療保健,,同實異名,冰毒/大力丸/甲基苯丙胺/甲基安非他命,冰毒/大力丸/甲基苯丙胺/甲基安非他命/甲基安非他明
日常生活,醫療保健,,同實異名,多巴胺,多巴胺/羟酪胺
日常生活,醫療保健,,同實異名,安公子/安非他命,安非他明
日常生活,醫療保健,,同實異名,安樂死,安乐死/慈悲杀人
日常生活,醫療保健,,同實異名,羊水,羊水/胞浆水
日常生活,醫療保健,,同實異名,老花眼,老花眼/老光/老视
日常生活,醫療保健,,同實異名,耳洞,耳洞/耳朵眼儿
日常生活,醫療保健,,同實異名,耳道/外耳道/外聽道,耳道/外耳道/外听道/耳朵眼儿
日常生活,醫療保健,,同實異名,自體免疫疾病,自身免疫疾病/自身免疫病
日常生活,醫療保健,,同實異名,吸二手菸/抽二手烟,吸二手烟/抽二手烟/被动吸烟
日常生活,醫療保健,,同實異名,戒毒所/戒毒中心/勒戒所/菸毒勒戒所/煙毒勒戒所,戒毒所/戒毒中心
日常生活,醫療保健,,同實異名,批價,划价
日常生活,醫療保健,,同實異名,狂牛症/牛腦海綿狀病變,疯牛病
日常生活,醫療保健,,同實異名,肝功能,肝功能/肝功
日常生活,醫療保健,,同實異名,乳突狀瘤病毒,乳头状瘤病毒
日常生活,醫療保健,,同實異名,帕金森病/柏金遜症/巴金森氏症/帕金森氏症/帕金森綜合症/震顫麻痺綜合症/柏金森氏病,帕金森病/柏金逊症/巴金森氏症/帕金森氏症/帕金森综合症/震颤麻痹综合症/帕金森综合征
日常生活,醫療保健,,同實異名,抹片,涂片
日常生活,醫療保健,,同實異名,疝氣/串氣,疝气/小肠串气
日常生活,醫療保健,,同實異名,矽肺,硅肺
日常生活,醫療保健,,同實異名,芬蘭浴/三溫暖,芬兰浴/桑拿/桑拿浴/萨乌拉浴
日常生活,醫療保健,,同實異名,長期記憶,长期记忆/长久记忆/长时记忆
日常生活,醫療保健,,同實異名,阿司匹靈/阿斯匹靈,阿司匹林
日常生活,醫療保健,,同實異名,阿茲海默症/阿滋海默症/阿茨海默症,阿兹海默症/阿尔茨海默病
日常生活,醫療保健,,同實異名,前列腺/攝護腺,前列腺
日常生活,醫療保健,,同實異名,叛逆/叛逆心理,叛逆/叛逆心理/逆反/逆反心理
日常生活,醫療保健,,同實異名,威而鋼,伟哥/万艾可
日常生活,醫療保健,,同實異名,扁桃腺,扁桃腺/扁桃体
日常生活,醫療保健,,同實異名,疫病,疫病/病疫
日常生活,醫療保健,,同實異名,看護/看護工,护工
日常生活,醫療保健,,同實異名,紅血球,红血球/红细胞
日常生活,醫療保健,,同實異名,紅血球生成素,红细胞生成素
日常生活,醫療保健,,同實異名,剖腹產/剖腹生產,剖腹产/剖宫产
日常生活,醫療保健,,同實異名,家庭醫生/家醫,家庭医生
日常生活,醫療保健,,同實異名,家庭醫學/家醫,家庭医学
日常生活,醫療保健,,同實異名,挽面,挽面/绞脸
日常生活,醫療保健,,同實異名,捐血,捐血/献血/无偿献血
日常生活,醫療保健,,同實異名,症候群,症候群/综合征
日常生活,醫療保健,,同實異名,胸腔科,胸科
日常生活,醫療保健,,同實異名,迷幻藥,迷幻药/致幻剂
日常生活,醫療保健,,同實異名,排斥反應,排异反应
日常生活,醫療保健,,同實異名,探溫機/探溫器/探熱機/測溫機,探温机/探温器/探热机/测温机/热像仪
日常生活,醫療保健,,同實異名,救護車,救护车/急救车
日常生活,醫療保健,,同實異名,梗塞,梗塞/梗死
日常生活,醫療保健,,同實異名,淋病/菜花,淋病
日常生活,醫療保健,,同實異名,理療師/物理治療師,理疗师/物理治疗师/康复师
日常生活,醫療保健,,同實異名,異戊巴比妥/青發,异戊巴比妥
日常生活,醫療保健,,同實異名,第六感,第六感/第六感官/第六感觉
日常生活,醫療保健,,同實異名,速賜康/潘他唑新,镇痛新/喷他佐辛
日常生活,醫療保健,,同實異名,散光/亂視,散光
日常生活,醫療保健,,同實異名,湯劑/湯藥/煎劑,汤剂/汤药/煎剂/水剂
日常生活,醫療保健,,同實異名,琺瑯質/牙釉質,珐琅质/釉质
日常生活,醫療保健,,同實異名,診療室,诊疗室/诊室
日常生活,醫療保健,,同實異名,陽痿/陽萎,阳痿
日常生活,醫療保健,,同實異名,微血管,微血管/毛细管/毛细血管
日常生活,醫療保健,,同實異名,愛滋病/後天免疫不全症候群/後天免疫缺乏症候群/獲得性免疫缺陷症候群,爱滋病/后天免疫不全症候群/后天免疫缺乏症候群/获得性免疫缺陷综合征
日常生活,醫療保健,,同實異名,愛滋病毒/人類免疫不全病毒/人類免疫缺乏病毒/人類免疫不全症病毒/人類免疫缺失症病毒,艾滋病毒/人类免疫缺陷病毒
日常生活,醫療保健,,同實異名,滑鼠手,鼠标手
日常生活,醫療保健,,同實異名,腦死,脑死亡
日常生活,醫療保健,,同實異名,腦梗塞/缺血性腦中風,脑梗塞/缺血性脑中风/脑梗死
日常生活,醫療保健,,同實異名,腦電圖/腦波圖,脑电图
日常生活,醫療保健,,同實異名,腳脖子,脚脖子/脚颈子
日常生活,醫療保健,,同實異名,過動兒,多动儿
日常生活,醫療保健,,同實異名,過動症/注意力缺陷過動症,多动症
日常生活,醫療保健,,同實異名,過敏/過敏反應/過敏性反應,过敏/过敏反应/过敏性反应/变态反应
日常生活,醫療保健,,同實異名,雷射刀,激光刀
日常生活,醫療保健,,同實異名,睡眠窒息症/睡眠呼吸中止症/睡眠呼吸暫停症候群/睡眠呼吸中止症候群,睡眠窒息症/睡眠呼吸中止症/睡眠呼吸暂停综合征
日常生活,醫療保健,,同實異名,精神官能症/精神症,精神官能症/神经症/神经官能症
日常生活,醫療保健,,同實異名,網路症候群/網路沉溺症/網路綜合症,网络综合征
日常生活,醫療保健,,同實異名,蒙汗藥,蒙汗药/蒙药
日常生活,醫療保健,,同實異名,鼻胃管,胃管/鼻饲管
日常生活,醫療保健,,同實異名,衛生棉,卫生巾
日常生活,醫療保健,,同實異名,豬流感/A型H1N1流感,猪流感/甲型H1N1
日常生活,醫療保健,,同實異名,頜骨/顎骨,颌骨
日常生活,醫療保健,,同實異名,篩檢,筛检/筛查
日常生活,醫療保健,,同實異名,檢疫/驗疫,检疫
日常生活,醫療保健,,同實異名,避孕器,避孕器/节育器
日常生活,醫療保健,,同實異名,點滴,点滴/吊瓶
日常生活,醫療保健,,同實異名,斷層掃描/電腦斷層攝影,断层扫描/计算机断层扫描/计算机层析成像
日常生活,醫療保健,,同實異名,顏面神經,面神经
日常生活,醫療保健,,同實異名,藥用棉,药用棉/卫生棉
日常生活,醫療保健,,同實異名,懼高,恐高
日常生活,醫療保健,,同實異名,懼高症,恐高症
日常生活,醫療保健,,同實異名,體檢,体检/查体
日常生活,醫療保健,,同名異實,安心卡,安心卡
日常生活,醫療保健,,同名異實,電子眼,电子眼
日常生活,醫療保健,,同名異實,衛生院,卫生院
日常生活,醫療保健,,同名異實,衛生棉,卫生棉
日常生活,醫療保健,,同名異實,臨檢,临检
日常生活,醫療保健,,同名異實,醫改,医改
日常生活,醫療保健,,同名異實,醫療保險,医疗保险
日常生活,醫療保健,,同名異實,體位,体位
日常生活,醫療保健,,臺灣特有,公醫,
日常生活,醫療保健,,臺灣特有,公醫制度,
日常生活,醫療保健,,臺灣特有,行動值,
日常生活,醫療保健,,臺灣特有,杜鵑窩,
日常生活,醫療保健,,臺灣特有,赤腳仙,
日常生活,醫療保健,,臺灣特有,油切,
日常生活,醫療保健,,臺灣特有,咬手,
日常生活,醫療保健,,臺灣特有,面皰,
日常生活,醫療保健,,臺灣特有,捐輸,
日常生活,醫療保健,,臺灣特有,烏腳病,
日常生活,醫療保健,,臺灣特有,特別護士,
日常生活,醫療保健,,臺灣特有,健保/健康保險/全民健保/全民健康保險,
日常生活,醫療保健,,臺灣特有,健保卡,
日常生活,醫療保健,,臺灣特有,密醫,
日常生活,醫療保健,,臺灣特有,榮民醫院,
日常生活,醫療保健,,臺灣特有,機轉,
日常生活,醫療保健,,臺灣特有,翻腳刀,
日常生活,醫療保健,,大陸特有,,下药捻子
日常生活,醫療保健,,大陸特有,,个体医
日常生活,醫療保健,,大陸特有,,无手机焦虑
日常生活,醫療保健,,大陸特有,,平安钟/平安铃
日常生活,醫療保健,,大陸特有,,生物导弹
日常生活,醫療保健,,大陸特有,,生活方式病
日常生活,醫療保健,,大陸特有,,白衣战士
日常生活,醫療保健,,大陸特有,,亚健康/第三状态
日常生活,醫療保健,,大陸特有,,光刀
日常生活,醫療保健,,大陸特有,,多发病
日常生活,醫療保健,,大陸特有,,早老性痴呆
日常生活,醫療保健,,大陸特有,,纤体
日常生活,醫療保健,,大陸特有,,网医
日常生活,醫療保健,,大陸特有,,耳音
日常生活,醫療保健,,大陸特有,,血防
日常生活,醫療保健,,大陸特有,,血象
日常生活,醫療保健,,大陸特有,,串皮
日常生活,醫療保健,,大陸特有,,医保
日常生活,醫療保健,,大陸特有,,医疗券
日常生活,醫療保健,,大陸特有,,赤脚医生
日常生活,醫療保健,,大陸特有,,防非
日常生活,醫療保健,,大陸特有,,定点药
日常生活,醫療保健,,大陸特有,,补液
日常生活,醫療保健,,大陸特有,,流调
日常生活,醫療保健,,大陸特有,,荣军医院
日常生活,醫療保健,,大陸特有,,原发
日常生活,醫療保健,,大陸特有,,家庭病床
日常生活,醫療保健,,大陸特有,,家庭病房
日常生活,醫療保健,,大陸特有,,恐购症
日常生活,醫療保健,,大陸特有,,氧疗/氧气疗法
日常生活,醫療保健,,大陸特有,,特护
日常生活,醫療保健,,大陸特有,,病号饭
日常生活,醫療保健,,大陸特有,,病损
日常生活,醫療保健,,大陸特有,,胸片
日常生活,醫療保健,,大陸特有,,彩超
日常生活,醫療保健,,大陸特有,,游戏脑
日常生活,醫療保健,,大陸特有,,落汗
日常生活,醫療保健,,大陸特有,,零差率
日常生活,醫療保健,,大陸特有,,鼻饲
日常生活,醫療保健,,大陸特有,,瞎奶
日常生活,醫療保健,,大陸特有,,导医
日常生活,醫療保健,,大陸特有,,晕场
日常生活,醫療保健,,大陸特有,,积极休息/活动性休息
日常生活,醫療保健,,大陸特有,,计划免疫
日常生活,醫療保健,,大陸特有,,试表
日常生活,醫療保健,,大陸特有,,闹心
日常生活,醫療保健,,大陸特有,,免疫排异反应
日常生活,醫療保健,,大陸特有,,专家号
日常生活,醫療保健,,大陸特有,,普通号
日常生活,醫療保健,,大陸特有,,导诊/导医
日常生活,醫療保健,,大陸特有,,脱瘾
日常生活,醫療保健,,大陸特有,,药醋
日常生活,醫療保健,,大陸特有,,医药代表
日常生活,醫療保健,,大陸特有,,大处方
日常生活,醫療保健,,大陸特有,,恶变
日常生活,消費購物,,同實異名,保存期限,保存期限/保质期
日常生活,消費購物,,同實異名,保固,保修
日常生活,消費購物,,同實異名,保固期,保修期
日常生活,消費購物,,同實異名,展銷/展售,展销
日常生活,消費購物,,同實異名,展櫃/展示櫃,展柜/展示柜/展橱
日常生活,消費購物,,同實異名,破盤價,破盘价/破冰价
日常生活,消費購物,,同實異名,售報機/販報機,售报机
日常生活,消費購物,,同實異名,商業街/商店街,商业街
日常生活,消費購物,,同實異名,推車/手推車,推车/手推车/手车
日常生活,消費購物,,同實異名,販賣部,小卖部
日常生活,消費購物,,同實異名,販賣機/自動販賣機,贩卖机/自动贩卖机/自动售货机
日常生活,消費購物,,同實異名,散票,散票/零票
日常生活,消費購物,,同實異名,超市/超級市場,超市/超级市场/自选市场/自选商场
日常生活,消費購物,,同實異名,瑕疵品,残品/残次品
日常生活,消費購物,,同實異名,置入式廣告,隐性广告/嵌入式广告/植入式广告
日常生活,消費購物,,同實異名,零首期/零頭款,零首期/零首付
日常生活,消費購物,,同實異名,綠色標誌/環境標誌/綠色標章,绿色标志/环境标志
日常生活,消費購物,,同實異名,網購/網上購物/網路購物,网购/网上购物/网络购物
日常生活,消費購物,,同實異名,熱門商品,热门商品/紧俏商品
日常生活,消費購物,,同實異名,髮廊,发廊/发屋
日常生活,消費購物,,同實異名,頭期款,头期款/首付
日常生活,消費購物,,同實異名,擺攤/擺攤子/擺地攤,摆摊/摆摊子/摆地摊/练摊儿
日常生活,消費購物,,同實異名,禮券,礼券/代币券/代金券
日常生活,消費購物,,同名異實,定金,定金
日常生活,消費購物,,同名異實,定錢,定钱
日常生活,消費購物,,同名異實,消協,消协
日常生活,消費購物,,同名異實,聯保,联保
日常生活,消費購物,,臺灣特有,打書,
日常生活,消費購物,,臺灣特有,正字標記,
日常生活,消費購物,,臺灣特有,早鳥優惠,
日常生活,消費購物,,臺灣特有,型錄式廣告,
日常生活,消費購物,,臺灣特有,消基會/消費者文教基金會,
日常生活,消費購物,,臺灣特有,理容院,
日常生活,消費購物,,臺灣特有,超商,
日常生活,消費購物,,臺灣特有,業配文,
日常生活,消費購物,,臺灣特有,滿額禮,
日常生活,消費購物,,臺灣特有,環保標章,
日常生活,消費購物,,臺灣特有,藥妝店,
日常生活,消費購物,,大陸特有,,找赎
日常生活,消費購物,,大陸特有,,二路货
日常生活,消費購物,,大陸特有,,人情消费
日常生活,消費購物,,大陸特有,,三无产品
日常生活,消費購物,,大陸特有,,三包
日常生活,消費購物,,大陸特有,,夕阳市场
日常生活,消費購物,,大陸特有,,大路货
日常生活,消費購物,,大陸特有,,小票/购物小票
日常生活,消費購物,,大陸特有,,马路市场
日常生活,消費購物,,大陸特有,,友谊商店
日常生活,消費購物,,大陸特有,,双信
日常生活,消費購物,,大陸特有,,币市
日常生活,消費購物,,大陸特有,,气站
日常生活,消費購物,,大陸特有,,水吧
日常生活,消費購物,,大陸特有,,车马店
日常生活,消費購物,,大陸特有,,出票
日常生活,消費購物,,大陸特有,,出摊儿
日常生活,消費購物,,大陸特有,,生活资料/消费资料
日常生活,消費購物,,大陸特有,,农批
日常生活,消費購物,,大陸特有,,农贸市场
日常生活,消費購物,,大陸特有,,名优产品
日常生活,消費購物,,大陸特有,,名特优新
日常生活,消費購物,,大陸特有,,两不找
日常生活,消費購物,,大陸特有,,估堆儿
日常生活,消費購物,,大陸特有,,报亭/报刊亭
日常生活,消費購物,,大陸特有,,国优
日常生活,消費購物,,大陸特有,,国烟
日常生活,消費購物,,大陸特有,,外烟
日常生活,消費購物,,大陸特有,,拆零
日常生活,消費購物,,大陸特有,,明码标价
日常生活,消費購物,,大陸特有,,返修
日常生活,消費購物,,大陸特有,,俏卖/俏销
日常生活,消費購物,,大陸特有,,星评
日常生活,消費購物,,大陸特有,,音乐茶座
日常生活,消費購物,,大陸特有,,倒挂
日常生活,消費購物,,大陸特有,,哭吧
日常生活,消費購物,,大陸特有,,残次
日常生活,消費購物,,大陸特有,,氧吧
日常生活,消費購物,,大陸特有,,起步价
日常生活,消費購物,,大陸特有,,适销
日常生活,消費購物,,大陸特有,,逆价
日常生活,消費購物,,大陸特有,,副品
日常生活,消費購物,,大陸特有,,唱付
日常生活,消費購物,,大陸特有,,唱收
日常生活,消費購物,,大陸特有,,商亭
日常生活,消費購物,,大陸特有,,商品城
日常生活,消費購物,,大陸特有,,商厦
日常生活,消費購物,,大陸特有,,彩扩
日常生活,消費購物,,大陸特有,,彩扩店
日常生活,消費購物,,大陸特有,,推展礼
日常生活,消費購物,,大陸特有,,断市
日常生活,消費購物,,大陸特有,,断档
日常生活,消費購物,,大陸特有,,足沐店/足浴店/浴足店/脚沐店
日常生活,消費購物,,大陸特有,,虚高
日常生活,消費購物,,大陸特有,,虚假广告
日常生活,消費購物,,大陸特有,,部优
日常生活,消費購物,,大陸特有,,野广告
日常生活,消費購物,,大陸特有,,割价
日常生活,消費購物,,大陸特有,,游商
日常生活,消費購物,,大陸特有,,等内
日常生活,消費購物,,大陸特有,,等外
日常生活,消費購物,,大陸特有,,菜店
日常生活,消費購物,,大陸特有,,菜点
日常生活,消費購物,,大陸特有,,菜篮子
日常生活,消費購物,,大陸特有,,粮票
日常生活,消費購物,,大陸特有,,随行就市
日常生活,消費購物,,大陸特有,,零利肉
日常生活,消費購物,,大陸特有,,零利药
日常生活,消費購物,,大陸特有,,影楼
日常生活,消費購物,,大陸特有,,霸级市场
日常生活,消費購物,,大陸特有,,导购
日常生活,消費購物,,大陸特有,,扩印
日常生活,消費購物,,大陸特有,,摊点
日常生活,消費購物,,大陸特有,,摊档
日常生活,消費購物,,大陸特有,,斩客
日常生活,消費購物,,大陸特有,,热价
日常生活,消費購物,,大陸特有,,码洋
日常生活,消費購物,,大陸特有,,诚信店
日常生活,消費購物,,大陸特有,,话吧
日常生活,消費購物,,大陸特有,,购车证
日常生活,消費購物,,大陸特有,,软广告
日常生活,消費購物,,大陸特有,,摩尔/销品茂
日常生活,消費購物,,大陸特有,,顶价
日常生活,消費購物,,大陸特有,,首付
日常生活,消費購物,,大陸特有,,拳头产品/拳头商品
日常生活,消費購物,,大陸特有,,支柱产品
日常生活,消費購物,,大陸特有,,有奖发票
日常生活,消費購物,,大陸特有,,杀熟
日常生活,消費購物,,大陸特有,,显性广告
日常生活,消費購物,,大陸特有,,放单
日常生活,消費購物,,大陸特有,,哄抢
日常生活,消費購物,,大陸特有,,耍秤杆子
日常生活,消費購物,,大陸特有,,书托
日常生活,消費購物,,大陸特有,,创牌子
日常生活,服飾,,同實異名,工作服,工作服/职业装
日常生活,服飾,,同實異名,不織布,不织布/无纺织布/非织造布
日常生活,服飾,,同實異名,內搭褲,打底裤
日常生活,服飾,,同實異名,太空衣/太空服,太空衣/太空服/宇宙服/宇航服/航天服
日常生活,服飾,,同實異名,卡其/卡其布,卡其/卡其布/咔叽
日常生活,服飾,,同實異名,奶罩/乳罩/胸罩,奶罩/乳罩/胸罩/文胸
日常生活,服飾,,同實異名,成衣,成衣/成服
日常生活,服飾,,同實異名,羽絨衣/羽絨服/羽毛衣,羽绒衣/羽绒服
日常生活,服飾,,同實異名,亞克力纖維/壓克力纖維,亞克力纖維/腈纶
日常生活,服飾,,同實異名,拉拉隊服/啦啦隊服/加油服,拉拉队服/啦啦队服/助威服
日常生活,服飾,,同實異名,風衣,风衣/风雨衣
日常生活,服飾,,同實異名,套裝,套装/套服
日常生活,服飾,,同實異名,套褲,套裤/袜裤
日常生活,服飾,,同實異名,迷你裙,迷你裙/超短裙
日常生活,服飾,,同實異名,馬海/馬海毛/毛海,马海/马海毛
日常生活,服飾,,同實異名,袖章/臂章,袖章/臂章/袖标
日常生活,服飾,,同實異名,連衣裙/連身裙,连衣裙
日常生活,服飾,,同實異名,帽徽,帽徽/帽花
日常生活,服飾,,同實異名,衛生衣,卫生衣/棉毛衫
日常生活,服飾,,同實異名,衛生褲,卫生裤/秋裤/棉毛裤
日常生活,服飾,,同實異名,褲襪,裤袜/袜裤/连裤袜
日常生活,服飾,,同實異名,縮水,缩水/抽水
日常生活,服飾,,同實異名,鯊魚衣/鯊魚服,鲨鱼衣/鲨鱼服/快皮
日常生活,服飾,,同實異名,露臍裝,露脐装/脐装
日常生活,服飾,,同實異名,襯衫,衬衫/衬衣
日常生活,服飾,,臺灣特有,內在美,
日常生活,服飾,,臺灣特有,內裡,
日常生活,服飾,,臺灣特有,西裝裙,
日常生活,服飾,,大陸特有,,下装
日常生活,服飾,,大陸特有,,凡尔丁
日常生活,服飾,,大陸特有,,文化衫
日常生活,服飾,,大陸特有,,毛活
日常生活,服飾,,大陸特有,,毛涤/涤毛
日常生活,服飾,,大陸特有,,正装
日常生活,服飾,,大陸特有,,皮猴儿
日常生活,服飾,,大陸特有,,皮筒子
日常生活,服飾,,大陸特有,,华达呢
日常生活,服飾,,大陸特有,,汗背心
日常生活,服飾,,大陸特有,,劳动布
日常生活,服飾,,大陸特有,,的确良/的确凉
日常生活,服飾,,大陸特有,,恤衫
日常生活,服飾,,大陸特有,,派力司
日常生活,服飾,,大陸特有,,海魂衫
日常生活,服飾,,大陸特有,,高腰/高靿
日常生活,服飾,,大陸特有,,袖箍
日常生活,服飾,,大陸特有,,涤棉/棉涤/棉的确良/棉的确凉
日常生活,服飾,,大陸特有,,街坊装
日常生活,服飾,,大陸特有,,滑雪衫
日常生活,服飾,,大陸特有,,路服
日常生活,服飾,,大陸特有,,聪明布
日常生活,服飾,,大陸特有,,翻行头
日常生活,服飾,,大陸特有,,围嘴儿
日常生活,服飾,,大陸特有,,绒衣
日常生活,服飾,,大陸特有,,裤兜
日常生活,服飾,,大陸特有,,镏子
日常生活,服飾,,大陸特有,,闪电装
日常生活,服飾,,大陸特有,,外贸服装
日常生活,服飾,,大陸特有,,一步裙
日常生活,稱謂,,同實異名,小開,小开/富二代
日常生活,稱謂,,同實異名,太保,阿飞
日常生活,稱謂,,同實異名,引港/領港/引水人,引港/领港
日常生活,稱謂,,同實異名,月嫂/月姨,月嫂
日常生活,稱謂,,同實異名,主夫/家庭主夫/家庭煮夫,主夫/家庭主夫/家庭煮夫/家庭妇男
日常生活,稱謂,,同實異名,代班,代班/替班
日常生活,稱謂,,同實異名,光棍/光棍兒/單身漢,光棍/光棍儿/单身汉/光棍儿汉
日常生活,稱謂,,同實異名,空少/空中少爺,空少/空中少爷/空哥/空中先生
日常生活,稱謂,,同實異名,保全/保全員,保安/保安员
日常生活,稱謂,,同實異名,保育員/保姆,保育员
日常生活,稱謂,,同實異名,啃老族,啃老族/傍老族
日常生活,稱謂,,同實異名,執行長,首席执行官
日常生活,稱謂,,同實異名,接班人/接棒人,接班人
日常生活,稱謂,,同實異名,深喉嚨,深喉
日常生活,稱謂,,同實異名,頂客族,丁克族/丁客族
日常生活,稱謂,,同實異名,單親媽媽,单亲妈妈/单身妈妈/独身妈妈
日常生活,稱謂,,同實異名,智能障礙兒童,低常儿童
日常生活,稱謂,,同實異名,殘障者/殘障人士/殘疾人士,残疾人
日常生活,稱謂,,同實異名,郵差/投遞員/郵務士,邮差/投递员/邮递员
日常生活,稱謂,,同實異名,黃牛,黄牛/票贩子
日常生活,稱謂,,同實異名,義工/志工,义工/志愿者
日常生活,稱謂,,同實異名,網友,网友/网民
日常生活,稱謂,,同實異名,網路美女,网络美女
日常生活,稱謂,,同實異名,環境難民,环境难民/生态难民
日常生活,稱謂,,同實異名,證人,证人/证明人
日常生活,稱謂,,同實異名,警衛,警卫/警卫员
日常生活,稱謂,,同實異名,鐘點工,钟点工/小时工
日常生活,稱謂,,同實異名,攝影,摄影/摄像
日常生活,稱謂,,同實異名,飆車族/暴走族,飙车族
日常生活,稱謂,,同名異實,人頭,人头
日常生活,稱謂,,同名異實,女同志,女同志
日常生活,稱謂,,同名異實,代理人,代理人
日常生活,稱謂,,同名異實,社會青年,社会青年
日常生活,稱謂,,同名異實,高工,高工
日常生活,稱謂,,同名異實,高妹,高妹
日常生活,稱謂,,同名異實,高級工程師,高级工程师
日常生活,稱謂,,同名異實,會計師,会计师
日常生活,稱謂,,同名異實,路霸,路霸
日常生活,稱謂,,同名異實,暴走族,暴走族
日常生活,稱謂,,同名異實,職稱,职称
日常生活,稱謂,,同名異實,證婚人,证婚人
日常生活,稱謂,,臺灣特有,一軍,
日常生活,稱謂,,臺灣特有,七年級,
日常生活,稱謂,,臺灣特有,二度梅,
日常生活,稱謂,,臺灣特有,二軍,
日常生活,稱謂,,臺灣特有,千面人,
日常生活,稱謂,,臺灣特有,大姊頭/大姐頭,
日常生活,稱謂,,臺灣特有,大陸妹,
日常生活,稱謂,,臺灣特有,小王,
日常生活,稱謂,,臺灣特有,山老鼠,
日常生活,稱謂,,臺灣特有,山胞,
日常生活,稱謂,,臺灣特有,公道伯,
日常生活,稱謂,,臺灣特有,天龍人,
日常生活,稱謂,,臺灣特有,太座,
日常生活,稱謂,,臺灣特有,外省人,
日常生活,稱謂,,臺灣特有,外勞,
日常生活,稱謂,,臺灣特有,幼齒,
日常生活,稱謂,,臺灣特有,打火兄弟,
日常生活,稱謂,,臺灣特有,本勞,
日常生活,稱謂,,臺灣特有,正妹,
日常生活,稱謂,,臺灣特有,全銜,
日常生活,稱謂,,臺灣特有,宅男女神,
日常生活,稱謂,,臺灣特有,血牛,
日常生活,稱謂,,臺灣特有,技士,
日常生活,稱謂,,臺灣特有,更生族,
日常生活,稱謂,,臺灣特有,角頭,
日常生活,稱謂,,臺灣特有,車掌,
日常生活,稱謂,,臺灣特有,里民,
日常生活,稱謂,,臺灣特有,里幹事,
日常生活,稱謂,,臺灣特有,姊妹淘/姐妹淘,
日常生活,稱謂,,臺灣特有,怪咖,
日常生活,稱謂,,臺灣特有,盲胞,
日常生活,稱謂,,臺灣特有,長青樹,
日常生活,稱謂,,臺灣特有,阿巴桑/歐巴桑,
日常生活,稱謂,,臺灣特有,阿嬤,
日常生活,稱謂,,臺灣特有,玻璃圈,
日常生活,稱謂,,臺灣特有,軍公教,
日常生活,稱謂,,臺灣特有,剝皮妹,
日常生活,稱謂,,臺灣特有,屘,
日常生活,稱謂,,臺灣特有,師丈,
日常生活,稱謂,,臺灣特有,恐龍妹,
日常生活,稱謂,,臺灣特有,草根大使,
日常生活,稱謂,,臺灣特有,草莓族,
日常生活,稱謂,,臺灣特有,討海人,
日常生活,稱謂,,臺灣特有,迷姐,
日常生活,稱謂,,臺灣特有,送報生,
日常生活,稱謂,,臺灣特有,訪賓,
日常生活,稱謂,,臺灣特有,陸勞/大陸勞工,
日常生活,稱謂,,臺灣特有,備胎,
日常生活,稱謂,,臺灣特有,喜憨兒,
日常生活,稱謂,,臺灣特有,報馬仔,
日常生活,稱謂,,臺灣特有,無殼蝸牛,
日常生活,稱謂,,臺灣特有,街友,
日常生活,稱謂,,臺灣特有,黃牛,
日常生活,稱謂,,臺灣特有,圓仔花,
日常生活,稱謂,,臺灣特有,奧客,
日常生活,稱謂,,臺灣特有,幹員,
日常生活,稱謂,,臺灣特有,新人類,
日常生活,稱謂,,臺灣特有,新血,
日常生活,稱謂,,臺灣特有,新住民,
日常生活,稱謂,,臺灣特有,董座,
日常生活,稱謂,,臺灣特有,運匠/運將,
日常生活,稱謂,,臺灣特有,榮民/榮譽國民,
日常生活,稱謂,,臺灣特有,榮眷,
日常生活,稱謂,,臺灣特有,臺客,
日常生活,稱謂,,臺灣特有,蓋仙,
日常生活,稱謂,,臺灣特有,劈腿男,
日常生活,稱謂,,臺灣特有,劈腿族,
日常生活,稱謂,,臺灣特有,數位人,
日常生活,稱謂,,臺灣特有,歐吉桑,
日常生活,稱謂,,臺灣特有,髮姐,
日常生活,稱謂,,臺灣特有,噹噹兒,
日常生活,稱謂,,臺灣特有,導覽員,
日常生活,稱謂,,臺灣特有,撿尾刀,
日常生活,稱謂,,臺灣特有,整備士,
